index_gemini,doi_gemini,title_gemini,widgets_in_paper_gemini,scented_widgets_gemini,scented_widgets_gemini_corrected,answer_gemini
6791,https://doi.org/10.1109/TVCG.2015.2467432, SciVis-10.1109-TVCG.2015.2467432-p916-J-0,TRUE,FALSE,Unknown," Yes, there are some. I don't know."
6792,https://doi.org/10.1109/TVCG.2015.2467621, VAST-10.1109-TVCG.2015.2467621-p190-J-0,TRUE,TRUE,TRUE," Yes, there are scented widgets."
6793,https://doi.org/10.1109/TVCG.2015.2467432, SciVis-10.1109-TVCG.2015.2467432-p916-J-0,TRUE,TRUE,TRUE," Yes, there are some scented widgets."
6794,https://doi.org/10.1109/TVCG.2015.2467592, VAST-10.1109-TVCG.2015.2467592-p170-J-0,TRUE,Unknown,Unknown," Yes, there are sliders. I don't know if they are scented."
6795,https://doi.org/10.1109/VAST.2015.7347632, VAST-10.1109-VAST.2015.7347632-p65-C-0,FALSE,FALSE,FALSE," no, no"
6796,https://doi.org/10.1109/TVCG.2015.2467195, InfoVis-10.1109-TVCG.2015.2467195-p499-J-0,TRUE,TRUE,TRUE," Yes, there are some scented widgets."
6797,https://doi.org/10.1109/TVCG.2015.2467324, InfoVis-10.1109-TVCG.2015.2467324-p619-J-0,TRUE,Unknown,Unknown," Yes, there are some buttons and a slider. I don't know if they are scented."
6798,https://doi.org/10.1109/TVCG.2015.2467971, VAST-10.1109-TVCG.2015.2467971-p210-J-0,TRUE,FALSE,Unknown," Yes, there are some. I don't know."
6799,https://doi.org/10.1109/TVCG.2015.2467031, SciVis-10.1109-TVCG.2015.2467031-p975-J-0,FALSE,FALSE,Unknown, No. I don't know.
6800,https://doi.org/10.1109/TVCG.2015.2467325, InfoVis-10.1109-TVCG.2015.2467325-p409-J-0,Unknown,Unknown,Unknown,blocked by safety filters or quota reached...
6801,https://doi.org/10.1109/TVCG.2015.2467451, InfoVis-10.1109-TVCG.2015.2467451-p349-J-0,TRUE,Unknown,Unknown," Yes, there are sliders. I don't know."
6802,https://doi.org/10.1109/TVCG.2015.2467331, SciVis-10.1109-TVCG.2015.2467331-p1025-J-0,TRUE,TRUE,TRUE," Yes, yes."
6803,https://doi.org/10.1109/TVCG.2015.2467555, VAST-10.1109-TVCG.2015.2467555-p71-J-0,TRUE,FALSE,FALSE," Yes, there are some scented widgets such as sliders, buttons, lists etc."
6804,https://doi.org/10.1109/TVCG.2015.2467622, VAST-10.1109-TVCG.2015.2467622-p91-J-0,TRUE,FALSE,FALSE," Yes, there are some basic widgets, but they are not scented."
6805,https://doi.org/10.1109/TVCG.2015.2467931, VAST-10.1109-TVCG.2015.2467931-p230-J-0,TRUE,Unknown,Unknown," Yes, there are some buttons and a list. I don't know if they are scented."
6806,https://doi.org/10.1109/TVCG.2015.2469125, InfoVis-10.1109-TVCG.2015.2469125-p459-J-0,TRUE,Unknown,Unknown," Yes, there are some figures that could be considered as visual representations of buttons. I don't know if they are scented."
6807,https://doi.org/10.1109/SciVis.2015.7429489, SciVis-10.1109-SciVis.2015.7429489-p33-C-0,TRUE,Unknown,Unknown," Yes, there are sliders. I don't know if they are scented."
6808,https://doi.org/10.1109/TVCG.2015.2467201, InfoVis-10.1109-TVCG.2015.2467201-p639-J-0,TRUE,FALSE,Unknown," Yes, there are some. I don't know."
6809,https://doi.org/10.1109/TVCG.2015.2467191, InfoVis-10.1109-TVCG.2015.2467191-p649-J-0,TRUE,Unknown,Unknown," Yes, there are Vega-lite specifications.
I don't know."
6810,https://doi.org/10.1109/TVCG.2015.2467294, SciVis-10.1109-TVCG.2015.2467294-p896-J-0,TRUE,TRUE,TRUE," Yes, there are sliders and a color picker. Yes, they are scented in the sense that the affordance of the color picker is discoverable by looking at it."
6811,https://doi.org/10.1109/SciVis.2015.7429488, SciVis-10.1109-SciVis.2015.7429488-p25-C-0,TRUE,FALSE,TRUE," Yes, there are several user interface widgets such as sliders, buttons, lists etc. Some of these widgets are scented (or enhanced, sophisticated) in the visual analytics sense."
6812,https://doi.org/10.1109/TVCG.2015.2467292, SciVis-10.1109-TVCG.2015.2467292-p807-J-0,TRUE,Unknown,Unknown," Yes, there is a slider. I don't know if it is scented."
6813,https://doi.org/10.1109/TVCG.2015.2467292, SciVis-10.1109-TVCG.2015.2467292-p807-J-0,TRUE,FALSE,FALSE," Yes, there are some widgets. It is not clear whether they are scented."
6814,https://doi.org/10.1109/SciVis.2015.7429488, SciVis-10.1109-SciVis.2015.7429488-p25-C-0,TRUE,FALSE,FALSE," Yes, there are some scented (or enhanced, sophisticated) in the visual analytics sense."
6815,https://doi.org/10.1109/TVCG.2015.2467754, InfoVis-10.1109-TVCG.2015.2467754-p389-J-0,FALSE,FALSE,Unknown," No, I don't know."
6816,https://doi.org/10.1109/TVCG.2015.2467201, InfoVis-10.1109-TVCG.2015.2467201-p639-J-0,TRUE,FALSE,FALSE," Yes, there are some scented progress bars."
6817,https://doi.org/10.1109/TVCG.2015.2467831, InfoVis-10.1109-TVCG.2015.2467831-p369-J-0,TRUE,TRUE,TRUE," Yes, there are some scented widgets."
6818,https://doi.org/10.1109/TVCG.2015.2467622, VAST-10.1109-TVCG.2015.2467622-p91-J-0,TRUE,FALSE,Unknown," Yes, there are some. I don't know."
6819,https://doi.org/10.1109/TVCG.2015.2467555, VAST-10.1109-TVCG.2015.2467555-p71-J-0,TRUE,FALSE,FALSE," Yes, there are 3 widgets: a slider and 2 buttons. They are not scented."
6820,https://doi.org/10.1109/TVCG.2015.2467413, SciVis-10.1109-TVCG.2015.2467413-p906-J-0,TRUE,Unknown,Unknown," Yes, there are tables. I don't know."
6821,https://doi.org/10.1109/TVCG.2015.2467961, SciVis-10.1109-TVCG.2015.2467961-p728-J-0,FALSE,FALSE,FALSE, No.
6822,https://doi.org/10.1109/TVCG.2015.2466992, InfoVis-10.1109-TVCG.2015.2466992-p579-J-0,TRUE,Unknown,Unknown," Yes, there are sliders, buttons and lists. I don't know if they are scented."
6823,https://doi.org/10.1109/TVCG.2015.2467971, VAST-10.1109-TVCG.2015.2467971-p210-J-0,TRUE,FALSE,TRUE," Yes, there are several user interface widgets such as sliders, buttons, lists, and text input fields. Some of these widgets are scented (or enhanced, sophisticated) in the visual analytics sense, as they provide additional information or context when hovered over or interacted with."
6824,https://doi.org/10.1109/TVCG.2015.2467951, InfoVis-10.1109-TVCG.2015.2467951-p479-J-0,TRUE,Unknown,Unknown," Yes, there are sliders. I don't know."
6825,https://doi.org/10.1109/VAST.2015.7347632, VAST-10.1109-VAST.2015.7347632-p65-C-0,TRUE,Unknown,Unknown," Yes, there are some buttons and a slider. I don't know if they are scented."
6826,https://doi.org/10.1109/VAST.2015.7347628, VAST-10.1109-VAST.2015.7347628-p33-C-0,FALSE,FALSE,Unknown," No, I don't know."
6827,https://doi.org/10.1109/TVCG.2015.2467613, VAST-10.1109-TVCG.2015.2467613-p51-J-0,FALSE,FALSE,FALSE," no, no"
6828,https://doi.org/10.1109/VAST.2015.7347637, VAST-10.1109-VAST.2015.7347637-p105-C-0,TRUE,FALSE,FALSE," Yes, there are some basic UI elements such as buttons and lists. They are not scented."
6829,https://doi.org/10.1109/TVCG.2015.2467621, VAST-10.1109-TVCG.2015.2467621-p190-J-0,FALSE,FALSE,Unknown," No, I don't know."
6830,https://doi.org/10.1109/TVCG.2015.2467471, InfoVis-10.1109-TVCG.2015.2467471-p698-J-0,TRUE,Unknown,Unknown," Yes, there are sliders and a list. I don't know."
6831,https://doi.org/10.1109/VAST.2015.7347626, VAST-10.1109-VAST.2015.7347626-p17-C-0,TRUE,Unknown,Unknown," Yes, there are sliders and buttons. I don't know."
6832,https://doi.org/10.1109/TVCG.2015.2467199, InfoVis-10.1109-TVCG.2015.2467199-p599-J-0,TRUE,TRUE,TRUE," Yes, yes."
6833,https://doi.org/10.1109/TVCG.2015.2467199, InfoVis-10.1109-TVCG.2015.2467199-p599-J-0,TRUE,TRUE,TRUE," Yes, there are some scented visual analytics widgets."
6834,https://doi.org/10.1109/TVCG.2015.2467611, VAST-10.1109-TVCG.2015.2467611-p41-J-0,FALSE,FALSE,FALSE," no, no"
6835,https://doi.org/10.1109/VAST.2015.7347637, VAST-10.1109-VAST.2015.7347637-p105-C-0,FALSE,FALSE,FALSE," no, no"
6836,https://doi.org/10.1109/TVCG.2015.2466838, SciVis-10.1109-TVCG.2015.2466838-p827-J-0,FALSE,FALSE,FALSE," no
no"
6837,https://doi.org/10.1109/TVCG.2015.2467613, VAST-10.1109-TVCG.2015.2467613-p51-J-0,TRUE,Unknown,Unknown," Yes, there are two sliders. I don't know if they are scented."
6838,https://doi.org/10.1109/TVCG.2015.2467951, InfoVis-10.1109-TVCG.2015.2467951-p479-J-0,FALSE,FALSE,FALSE," no, no"
6839,https://doi.org/10.1109/TVCG.2015.2467951, InfoVis-10.1109-TVCG.2015.2467951-p479-J-0,FALSE,FALSE,Unknown," No, I don't know"
6840,https://doi.org/10.1109/TVCG.2015.2466992, InfoVis-10.1109-TVCG.2015.2466992-p579-J-0,TRUE,Unknown,Unknown," Yes, there are some buttons and a slider. I don't know if they are scented."
6841,https://doi.org/10.1109/TVCG.2015.2468151, VAST-10.1109-TVCG.2015.2468151-p260-J-0,TRUE,FALSE,FALSE," Yes, there are some scented visual widgets."
6842,https://doi.org/10.1109/TVCG.2015.2467451, InfoVis-10.1109-TVCG.2015.2467451-p349-J-0,FALSE,FALSE,Unknown," No, I don't know."
6843,https://doi.org/10.1109/TVCG.2015.2467555, VAST-10.1109-TVCG.2015.2467555-p71-J-0,TRUE,Unknown,Unknown," Yes, there are.
I don't know."
6844,https://doi.org/10.1109/TVCG.2015.2469125, InfoVis-10.1109-TVCG.2015.2469125-p459-J-0,TRUE,FALSE,FALSE," Yes, there are some scented visual analytics widgets such as sliders and buttons."
6845,https://doi.org/10.1109/TVCG.2015.2467622, VAST-10.1109-TVCG.2015.2467622-p91-J-0,TRUE,TRUE,TRUE," Yes, there are some. Yes, they are."
6846,https://doi.org/10.1109/TVCG.2015.2467831, InfoVis-10.1109-TVCG.2015.2467831-p369-J-0,FALSE,FALSE,FALSE," no, no"
6847,https://doi.org/10.1109/SciVis.2015.7429489, SciVis-10.1109-SciVis.2015.7429489-p33-C-0,TRUE,TRUE,TRUE," Yes, yes"
6848,https://doi.org/10.1109/TVCG.2015.2467754, InfoVis-10.1109-TVCG.2015.2467754-p389-J-0,TRUE,FALSE,FALSE," Yes, there are user interface widgets such as sliders, buttons, lists etc. They are not scented (or enhanced, sophisticated) in the visual analytics sense."
6849,https://doi.org/10.1109/TVCG.2015.2467201, InfoVis-10.1109-TVCG.2015.2467201-p639-J-0,TRUE,TRUE,TRUE," Yes, there are some scented widgets."
6850,https://doi.org/10.1109/TVCG.2015.2467851, InfoVis-10.1109-TVCG.2015.2467851-p559-J-0,TRUE,FALSE,FALSE," Yes, there are some scented visual widgets."
6851,https://doi.org/10.1109/TVCG.2015.2468291, VAST-10.1109-TVCG.2015.2468291-p81-J-0,FALSE,FALSE,FALSE," no, no"
6852,https://doi.org/10.1109/TVCG.2015.2467612, VAST-10.1109-TVCG.2015.2467612-p151-J-0,TRUE,Unknown,Unknown," Yes, there are some sliders. I don't know if they are scented."
6853,https://doi.org/10.1109/TVCG.2015.2467031, SciVis-10.1109-TVCG.2015.2467031-p975-J-0,TRUE,Unknown,Unknown," Yes, there are some buttons and a list. I don't know if they are scented."
6854,https://doi.org/10.1109/TVCG.2015.2467851, InfoVis-10.1109-TVCG.2015.2467851-p559-J-0,TRUE,FALSE,FALSE," Yes, there are some buttons and a slider. It is not clear whether they are scented."
6855,https://doi.org/10.1109/TVCG.2015.2467435, SciVis-10.1109-TVCG.2015.2467435-p797-J-0,FALSE,FALSE,FALSE," no, no"
6856,https://doi.org/10.1109/TVCG.2015.2468091, SciVis-10.1109-TVCG.2015.2468091-p1005-J-0,TRUE,FALSE,FALSE," Yes, there are some sliders and buttons. They are not scented."
6857,https://doi.org/10.1109/TVCG.2015.2467551, VAST-10.1109-TVCG.2015.2467551-p31-J-0,FALSE,FALSE,Unknown," No, I don't know."
6858,https://doi.org/10.1109/TVCG.2015.2468011, VAST-10.1109-TVCG.2015.2468011-p290-J-0,TRUE,Unknown,Unknown," Yes, there are some buttons and a list. I don't know if they are scented."
6859,https://doi.org/10.1109/TVCG.2015.2467619, VAST-10.1109-TVCG.2015.2467619-p270-J-0,FALSE,FALSE,Unknown," No, I don't know."
6860,https://doi.org/10.1109/TVCG.2015.2467271, InfoVis-10.1109-TVCG.2015.2467271-p419-J-0,FALSE,FALSE,FALSE," No, no."
6861,https://doi.org/10.1109/TVCG.2015.2468151, VAST-10.1109-TVCG.2015.2468151-p260-J-0,TRUE,Unknown,Unknown," Yes, there are tables. I don't know."
6862,https://doi.org/10.1109/SciVis.2015.7429486, SciVis-10.1109-SciVis.2015.7429486-p9-C-0,FALSE,FALSE,Unknown," No, I don't know."
6863,https://doi.org/10.1109/TVCG.2015.2467962, SciVis-10.1109-TVCG.2015.2467962-p926-J-0,FALSE,FALSE,FALSE," no, no"
6864,https://doi.org/10.1109/TVCG.2015.2468093, SciVis-10.1109-TVCG.2015.2468093-p787-J-0,TRUE,FALSE,TRUE," Yes, there are several user interface widgets such as radio buttons, buttons, text fields, and a slider. Some of these widgets are scented in the visual analytics sense, as they provide visual feedback when the user interacts with them. For example, the radio buttons change color when they are selected, and the slider changes its position when the user drags it."
6865,https://doi.org/10.1109/TVCG.2015.2467952, SciVis-10.1109-TVCG.2015.2467952-p847-J-0,TRUE,FALSE,FALSE," Yes, there are some buttons and arrows in the image. They don't seem scented (or enhanced, sophisticated) in the visual analytics sense."
6866,https://doi.org/10.1109/TVCG.2015.2467751, InfoVis-10.1109-TVCG.2015.2467751-p549-J-0,TRUE,FALSE,Unknown," Yes, there are some sliders and buttons. I don't know if they are scented."
6867,https://doi.org/10.1109/TVCG.2015.2467203, SciVis-10.1109-TVCG.2015.2467203-p757-J-0,TRUE,TRUE,TRUE," Yes, there are some scented widgets."
6868,https://doi.org/10.1109/TVCG.2015.2467322, InfoVis-10.1109-TVCG.2015.2467322-p569-J-0,TRUE,FALSE,FALSE," Yes, there are some basic widgets such as buttons and a slider. They don't seem scented."
6869,https://doi.org/10.1109/TVCG.2015.2467412, SciVis-10.1109-TVCG.2015.2467412-p985-J-0,FALSE,FALSE,FALSE," no, no"
6870,https://doi.org/10.1109/TVCG.2015.2468031, SciVis-10.1109-TVCG.2015.2468031-p965-J-0,FALSE,FALSE,FALSE," no, no"
6871,https://doi.org/10.1109/TVCG.2015.2467952, SciVis-10.1109-TVCG.2015.2467952-p847-J-0,TRUE,Unknown,Unknown," Yes, there are some buttons and a slider. I don't know if they are scented."
6872,https://doi.org/10.1109/TVCG.2015.2467958, SciVis-10.1109-TVCG.2015.2467958-p777-J-0,TRUE,TRUE,TRUE," Yes, there are scented widgets."
6873,https://doi.org/10.1109/TVCG.2015.2467035, InfoVis-10.1109-TVCG.2015.2467035-p330-J-0,TRUE,FALSE,FALSE," Yes, there are user interface widgets such as sliders, buttons, lists etc. However, these widgets are not scented (or enhanced, sophisticated) in the visual analytics sense."
6874,https://doi.org/10.1109/TVCG.2015.2467435, SciVis-10.1109-TVCG.2015.2467435-p797-J-0,FALSE,FALSE,Unknown," No, I don't know."
6875,https://doi.org/10.1109/TVCG.2015.2467612, VAST-10.1109-TVCG.2015.2467612-p151-J-0,TRUE,FALSE,Unknown," Yes, there are some sliders and buttons. I don't know if they are scented."
6876,https://doi.org/10.1109/TVCG.2015.2467911, InfoVis-10.1109-TVCG.2015.2467911-p399-J-0,TRUE,TRUE,TRUE," Yes, there are some scented visual analytics widgets."
6877,https://doi.org/10.1109/VAST.2015.7347627, VAST-10.1109-VAST.2015.7347627-p25-C-0,TRUE,FALSE,Unknown," Yes, there are some. I don't know."
6878,https://doi.org/10.1109/TVCG.2015.2468111, VAST-10.1109-TVCG.2015.2468111-p11-J-0,TRUE,Unknown,Unknown," Yes, there are some buttons and a slider. I don't know if they are scented."
6879,https://doi.org/10.1109/TVCG.2015.2466971, InfoVis-10.1109-TVCG.2015.2466971-p449-J-2,TRUE,TRUE,TRUE," Yes, there are some scented widgets."
6880,https://doi.org/10.1109/TVCG.2015.2467554, VAST-10.1109-TVCG.2015.2467554-p250-J-0,TRUE,TRUE,TRUE," Yes, there are. Yes, they are."
6881,https://doi.org/10.1109/TVCG.2015.2467911, InfoVis-10.1109-TVCG.2015.2467911-p399-J-0,TRUE,FALSE,FALSE," Yes, there are user interface widgets such as sliders, buttons, lists etc. However, these widgets are not scented (or enhanced, sophisticated) in the visual analytics sense."
6882,https://doi.org/10.1109/TVCG.2015.2467612, VAST-10.1109-TVCG.2015.2467612-p151-J-0,FALSE,FALSE,FALSE," No, no."
6883,https://doi.org/10.1109/TVCG.2015.2467435, SciVis-10.1109-TVCG.2015.2467435-p797-J-0,FALSE,FALSE,FALSE, No.
6884,https://doi.org/10.1109/TVCG.2015.2467752, InfoVis-10.1109-TVCG.2015.2467752-p539-J-0,TRUE,Unknown,Unknown," Yes, there is a slider. I don't know if it is scented."
6885,https://doi.org/10.1109/TVCG.2015.2467958, SciVis-10.1109-TVCG.2015.2467958-p777-J-0,TRUE,Unknown,Unknown," Yes, there are some sliders and a color legend. I don't know if they are scented."
6886,https://doi.org/10.1109/TVCG.2015.2468031, SciVis-10.1109-TVCG.2015.2468031-p965-J-0,TRUE,FALSE,FALSE," Yes, there are some sliders and buttons. They are not scented."
6887,https://doi.org/10.1109/TVCG.2015.2467449, SciVis-10.1109-TVCG.2015.2467449-p867-J-0,FALSE,FALSE,FALSE," no, no"
6888,https://doi.org/10.1109/TVCG.2015.2467200, SciVis-10.1109-TVCG.2015.2467200-p817-J-0,TRUE,Unknown,Unknown," Yes, there are some buttons and a slider. I don't know if they are scented."
6889,https://doi.org/10.1109/TVCG.2015.2467412, SciVis-10.1109-TVCG.2015.2467412-p985-J-0,TRUE,FALSE,FALSE," Yes, the image shows a grid with several shapes in it. It is not clear if the shapes are clickable or interactive in any way."
6890,https://doi.org/10.1109/TVCG.2015.2467322, InfoVis-10.1109-TVCG.2015.2467322-p569-J-0,FALSE,FALSE,FALSE," No, no."
6891,https://doi.org/10.1109/TVCG.2015.2467732, InfoVis-10.1109-TVCG.2015.2467732-p519-J-0,TRUE,FALSE,FALSE," Yes, there are user interface widgets such as sliders, buttons, lists etc. However, these widgets are not scented (or enhanced, sophisticated) in the visual analytics sense."
6892,https://doi.org/10.1109/TVCG.2015.2467433, SciVis-10.1109-TVCG.2015.2467433-p945-J-0,FALSE,FALSE,FALSE," no, no"
6893,https://doi.org/10.1109/TVCG.2015.2467751, InfoVis-10.1109-TVCG.2015.2467751-p549-J-0,TRUE,Unknown,Unknown," Yes, there are sliders. I don't know."
6894,https://doi.org/10.1109/TVCG.2015.2468093, SciVis-10.1109-TVCG.2015.2468093-p787-J-0,TRUE,FALSE,FALSE," Yes, there are several user interface widgets such as a slider, buttons and a list. They are not scented."
6895,https://doi.org/10.1109/TVCG.2015.2467952, SciVis-10.1109-TVCG.2015.2467952-p847-J-0,FALSE,FALSE,Unknown," No, I don't know."
6896,https://doi.org/10.1109/TVCG.2015.2467271, InfoVis-10.1109-TVCG.2015.2467271-p419-J-0,TRUE,FALSE,FALSE," Yes, there are user interface widgets such as sliders, buttons, lists etc. However, these widgets are not scented (or enhanced, sophisticated) in the visual analytics sense."
6897,https://doi.org/10.1109/TVCG.2015.2467619, VAST-10.1109-TVCG.2015.2467619-p270-J-0,TRUE,TRUE,TRUE," Yes, there are some scented visual analytics widgets."
6898,https://doi.org/10.1109/TVCG.2015.2468111, VAST-10.1109-TVCG.2015.2468111-p11-J-0,FALSE,FALSE,Unknown," No, I don't know."
6899,https://doi.org/10.1109/TVCG.2015.2468011, VAST-10.1109-TVCG.2015.2468011-p290-J-0,FALSE,FALSE,FALSE," No, no."
6900,https://doi.org/10.1109/TVCG.2015.2467611, VAST-10.1109-TVCG.2015.2467611-p41-J-0,TRUE,Unknown,Unknown," Yes, there are. I don't know."
6901,https://doi.org/10.1109/TVCG.2015.2467759, InfoVis-10.1109-TVCG.2015.2467759-p489-J-0,TRUE,TRUE,TRUE," Yes, there are some scented widgets."
6902,https://doi.org/10.1109/TVCG.2015.2468091, SciVis-10.1109-TVCG.2015.2468091-p1005-J-0,TRUE,Unknown,Unknown," Yes, there are some buttons and a list. I don't know if they are scented."
6903,https://doi.org/10.1109/TVCG.2015.2467435, SciVis-10.1109-TVCG.2015.2467435-p797-J-0,TRUE,FALSE,FALSE," Yes, there are box plots which are a type of visual analytics widget."
6904,https://doi.org/10.1109/SciVis.2015.7429490, SciVis-10.1109-SciVis.2015.7429490-p41-C-0,FALSE,FALSE,FALSE," no, no"
6905,https://doi.org/10.1109/TVCG.2015.2467851, InfoVis-10.1109-TVCG.2015.2467851-p559-J-0,TRUE,Unknown,Unknown," Yes, there are some buttons and a slider. I don't know if they are scented."
6906,https://doi.org/10.1109/SciVis.2015.7429490, SciVis-10.1109-SciVis.2015.7429490-p41-C-0,FALSE,FALSE,Unknown," No, I don't know."
6907,https://doi.org/10.1109/TVCG.2015.2467431, SciVis-10.1109-TVCG.2015.2467431-p955-J-0,TRUE,Unknown,Unknown," Yes, there are sliders. I don't know."
6908,https://doi.org/10.1109/VAST.2015.7347625, VAST-10.1109-VAST.2015.7347625-p9-C-0,TRUE,TRUE,TRUE," Yes, there are some scented widgets."
6909,https://doi.org/10.1109/TVCG.2015.2467551, VAST-10.1109-TVCG.2015.2467551-p31-J-0,TRUE,TRUE,TRUE," Yes, there are some scented widgets."
6910,https://doi.org/10.1109/TVCG.2015.2468091, SciVis-10.1109-TVCG.2015.2468091-p1005-J-0,Unknown,Unknown,Unknown,blocked by safety filters or quota reached...
6911,https://doi.org/10.1109/SciVis.2015.7429486, SciVis-10.1109-SciVis.2015.7429486-p9-C-0,TRUE,TRUE,TRUE," Yes, there are. Yes, they are."
6912,https://doi.org/10.1109/TVCG.2015.2467757, VAST-10.1109-TVCG.2015.2467757-p180-J-0,TRUE,Unknown,Unknown," Yes, there are UI widgets. I don't know if they are scented."
6913,https://doi.org/10.1109/TVCG.2015.2467433, SciVis-10.1109-TVCG.2015.2467433-p945-J-0,TRUE,FALSE,TRUE," Yes, there are several user interface widgets such as sliders, buttons, lists etc. Some of these widgets are scented (or enhanced, sophisticated) in the visual analytics sense."
6914,https://doi.org/10.1109/TVCG.2015.2467952, SciVis-10.1109-TVCG.2015.2467952-p847-J-0,TRUE,TRUE,TRUE," Yes, there are some scented widgets."
6915,https://doi.org/10.1109/TVCG.2015.2468093, SciVis-10.1109-TVCG.2015.2468093-p787-J-0,TRUE,TRUE,TRUE," Yes, there are several. Yes, they are scented."
6916,https://doi.org/10.1109/TVCG.2015.2467531, VAST-10.1109-TVCG.2015.2467531-p300-J-0,TRUE,TRUE,TRUE," Yes, there are some scented widgets."
6917,https://doi.org/10.1109/TVCG.2015.2467732, InfoVis-10.1109-TVCG.2015.2467732-p519-J-0,FALSE,FALSE,FALSE," No, no."
6918,https://doi.org/10.1109/TVCG.2015.2467952, SciVis-10.1109-TVCG.2015.2467952-p847-J-0,FALSE,FALSE,Unknown," No, I don't know"
6919,https://doi.org/10.1109/TVCG.2015.2467449, SciVis-10.1109-TVCG.2015.2467449-p867-J-0,TRUE,FALSE,FALSE," Yes, there are some sliders and a color legend. They are not scented."
6920,https://doi.org/10.1109/TVCG.2015.2467035, InfoVis-10.1109-TVCG.2015.2467035-p330-J-0,FALSE,FALSE,FALSE," no, no"
6921,https://doi.org/10.1109/VAST.2015.7347633, VAST-10.1109-VAST.2015.7347633-p73-C-0,TRUE,FALSE,FALSE," Yes, there are user interface widgets such as sliders, buttons, lists etc. They are not scented (or enhanced, sophisticated) in the visual analytics sense."
6922,https://doi.org/10.1109/VAST.2015.7347627, VAST-10.1109-VAST.2015.7347627-p25-C-0,FALSE,FALSE,FALSE," no, no"
6923,https://doi.org/10.1109/TVCG.2015.2467811, InfoVis-10.1109-TVCG.2015.2467811-p439-J-0,FALSE,FALSE,FALSE, No.
6924,https://doi.org/10.1109/TVCG.2015.2467991, VAST-10.1109-TVCG.2015.2467991-p220-J-0,TRUE,FALSE,FALSE," Yes, there are some basic widgets such as buttons and a list. They don't seem scented."
6925,https://doi.org/10.1109/TVCG.2015.2467554, VAST-10.1109-TVCG.2015.2467554-p250-J-0,TRUE,TRUE,TRUE," Yes, there are some scented widgets."
6926,https://doi.org/10.1109/TVCG.2015.2467811, InfoVis-10.1109-TVCG.2015.2467811-p439-J-0,TRUE,Unknown,Unknown," Yes, there are some buttons and a slider. I don't know if they are scented."
6927,https://doi.org/10.1109/VAST.2015.7347627, VAST-10.1109-VAST.2015.7347627-p25-C-0,TRUE,TRUE,TRUE," Yes, there are. Yes, they are."
6928,https://doi.org/10.1109/TVCG.2015.2468111, VAST-10.1109-TVCG.2015.2468111-p11-J-0,TRUE,FALSE,FALSE," Yes, there are some sliders and a color legend. They are not scented."
6929,https://doi.org/10.1109/TVCG.2015.2467612, VAST-10.1109-TVCG.2015.2467612-p151-J-0,TRUE,FALSE,TRUE," Yes, there are several user interface widgets such as sliders, buttons, lists etc. Some of these widgets are scented (or enhanced, sophisticated) in the visual analytics sense."
6930,https://doi.org/10.1109/TVCG.2015.2467752, InfoVis-10.1109-TVCG.2015.2467752-p539-J-0,TRUE,Unknown,Unknown," Yes, there are tables in the image. I don't know if they are scented."
6931,https://doi.org/10.1109/TVCG.2015.2467958, SciVis-10.1109-TVCG.2015.2467958-p777-J-0,TRUE,FALSE,FALSE," Yes, there is a slider. It is not scented."
6932,https://doi.org/10.1109/TVCG.2015.2467035, InfoVis-10.1109-TVCG.2015.2467035-p330-J-0,FALSE,FALSE,Unknown," No, I don't know."
6933,https://doi.org/10.1109/TVCG.2015.2467757, VAST-10.1109-TVCG.2015.2467757-p180-J-0,TRUE,Unknown,Unknown," Yes, there are. I don't know."
6934,https://doi.org/10.1109/TVCG.2015.2467952, SciVis-10.1109-TVCG.2015.2467952-p847-J-0,TRUE,FALSE,TRUE," Yes, there are several user interface widgets such as sliders, buttons, lists etc. Some of these widgets are scented (or enhanced, sophisticated) in the visual analytics sense."
6935,https://doi.org/10.1109/TVCG.2015.2468031, SciVis-10.1109-TVCG.2015.2468031-p965-J-0,TRUE,Unknown,Unknown," Yes, there are some buttons and a text input field. I don't know if they are scented."
6936,https://doi.org/10.1109/TVCG.2015.2467531, VAST-10.1109-TVCG.2015.2467531-p300-J-0,FALSE,FALSE,Unknown," No, I don't know."
6937,https://doi.org/10.1109/TVCG.2015.2467952, SciVis-10.1109-TVCG.2015.2467952-p847-J-0,TRUE,TRUE,TRUE," Yes, there are scented widgets."
6938,https://doi.org/10.1109/TVCG.2015.2468093, SciVis-10.1109-TVCG.2015.2468093-p787-J-0,TRUE,FALSE,TRUE," Yes, there are several user interface widgets such as radio buttons, a slider, buttons and a text field. Some of these widgets are scented in the visual analytics sense, for example the radio buttons and the slider."
6939,https://doi.org/10.1109/TVCG.2015.2467757, VAST-10.1109-TVCG.2015.2467757-p180-J-0,TRUE,Unknown,Unknown," Yes, there are several. I don't know."
6940,https://doi.org/10.1109/SciVis.2015.7429486, SciVis-10.1109-SciVis.2015.7429486-p9-C-0,TRUE,TRUE,TRUE," Yes, there are scented widgets."
6941,https://doi.org/10.1109/TVCG.2015.2467619, VAST-10.1109-TVCG.2015.2467619-p270-J-0,TRUE,FALSE,Unknown," Yes, there are some. I don't know."
6942,https://doi.org/10.1109/TVCG.2015.2467271, InfoVis-10.1109-TVCG.2015.2467271-p419-J-0,FALSE,FALSE,FALSE, No.
